id,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,Predicted_Category
1177,Jafar Jamal,2010-2016,20,202,16.83,138.35,14,12,2010,2016,7,Inexperienced - Potential Anchor
1178,K Karan Shinde,2016-2023,11,202,33.66,150.74,22,9,2016,2023,8,Finisher
1179,TIF Triffitt,2011-2015,30,202,12.62,122.42,14,9,2011,2015,5,Inexperienced - Potential Anchor
1180,A Zampa,2012-2025,181,202,5.77,84.87,15,3,2012,2025,14,Inexperienced - Potential Power Hitter
1181,J Anand,2012-2015,15,201,18.27,95.26,14,6,2012,2015,4,Inexperienced - Potential Anchor
1182,LA Garg,2014-2023,50,201,12.56,118.93,14,11,2014,2023,10,Inexperienced - Potential Anchor
1183,DD Hada,2014-2017,11,201,20.1,110.43,19,5,2014,2017,4,Inexperienced - Potential Anchor
1184,Kartik Sharma,2024-2024,7,201,33.5,164.75,9,17,2024,2024,1,Inexperienced - Potential Power Hitter
1185,PS Mehta,2007-2013,17,201,13.4,98.52,14,5,2007,2013,7,Inexperienced - Potential Anchor
1186,CR Pathak,2007-2011,13,200,15.38,84.38,23,0,2007,2011,5,Inexperienced - Potential Anchor
1187,VC Sahni,2007-2007,9,199,28.42,132.66,23,4,2007,2007,1,Inexperienced - Potential Anchor
1188,Chetan Sharma,2010-2011,8,199,28.42,101.01,21,3,2010,2011,2,Inexperienced - Potential Anchor
1189,MA Jones,2022-2024,7,199,33.16,139.16,18,9,2022,2024,3,Inexperienced - Potential Anchor
1190,Mizanur Rahman,2012-2025,22,199,10.47,87.66,23,4,2012,2025,14,Inexperienced - Potential Power Hitter
1191,Piyush Joshi,2021-2023,11,199,19.9,115.69,16,7,2021,2023,3,Inexperienced - Potential Anchor
1192,Shafiqullah,2012-2020,14,199,18.09,134.45,17,10,2012,2020,9,Inexperienced - Potential Anchor
1193,MT Steketee,2014-2025,78,199,7.37,101.53,11,9,2014,2025,12,Inexperienced - Potential Power Hitter
1194,Rameez Khan,2010-2013,16,198,18.0,120.0,23,5,2010,2013,4,Inexperienced - Potential Anchor
1195,G Roelofsen,2023-2023,10,198,22.0,112.5,18,4,2023,2023,1,Inexperienced - Potential Anchor
1196,SK Warne,2008-2013,70,198,9.9,92.52,14,6,2008,2013,6,Inexperienced - Potential Power Hitter
1197,Wasiqur Rahman,2016-2022,23,198,15.23,103.66,9,9,2016,2022,7,Inexperienced - Potential Anchor
1198,AS Yadav,2007-2011,19,198,14.14,111.23,17,7,2007,2011,5,Inexperienced - Potential Anchor
1199,Yudhvir Singh,2019-2025,37,198,9.9,196.03,12,19,2019,2025,7,Inexperienced - Potential Anchor
1200,SP Fleming,2008-2008,10,196,21.77,118.78,27,3,2008,2008,1,Inexperienced - Potential Anchor
1201,Mohammad Saif,2021-2024,10,196,21.77,118.78,21,5,2021,2024,4,Inexperienced - Potential Anchor
1202,R Pattnaik,2022-2024,16,196,17.81,179.81,23,10,2022,2024,3,Inexperienced - Potential Anchor
1203,AG Prince,2010-2011,10,196,19.6,120.98,18,5,2010,2011,2,Inexperienced - Potential Anchor
1204,Zafar Ali,2007-2016,12,196,21.77,113.29,21,6,2007,2016,10,Finisher
1205,HDRL Thirimanne,2012-2016,19,194,12.93,110.85,18,5,2012,2016,5,Inexperienced - Potential Anchor
1206,RS Khaira,2022-2024,13,193,17.54,116.26,18,5,2022,2024,3,Inexperienced - Potential Anchor
1207,Umar Siddiq,2014-2019,12,193,17.54,103.76,15,8,2014,2019,6,Inexperienced - Potential Anchor
1208,DA Chougule,2007-2007,9,192,32.0,110.98,21,0,2007,2007,1,Inexperienced - Potential Anchor
1209,SD Parris,2024-2025,11,192,19.2,106.66,8,14,2024,2025,2,Inexperienced - Potential Anchor
1210,RA Whiteley,2017-2023,20,192,16.0,112.28,8,9,2017,2023,7,Inexperienced - Potential Anchor
1211,KK Yumnam,2021-2023,15,192,13.71,83.11,17,4,2021,2023,3,Inexperienced - Potential Anchor
1212,R Dayal,2011-2021,42,191,11.93,82.32,9,2,2011,2021,11,Inexperienced - Potential Power Hitter
1213,SA Edwards,2021-2024,15,191,15.91,98.96,16,3,2021,2024,4,Inexperienced - Potential Anchor
1214,OJ Pope,2024-2025,9,191,21.22,122.43,13,5,2024,2025,2,Inexperienced - Potential Anchor
1215,A Ratra,2009-2013,17,191,13.64,99.47,19,0,2009,2013,5,Inexperienced - Potential Anchor
1216,Usama Mir,2016-2025,77,191,6.36,118.63,13,13,2016,2025,10,Inexperienced - Potential Power Hitter
1217,AA Das,2013-2021,13,189,14.53,83.62,14,3,2013,2021,9,Inexperienced - Potential Anchor
1218,VS Malik,2007-2014,41,189,12.6,113.17,20,5,2007,2014,8,Inexperienced - Potential Anchor
1219,K Panchal,2007-2013,21,189,21.0,111.83,16,4,2007,2013,7,Inexperienced - Potential Anchor
1220,MS Bhandage,2019-2025,29,188,14.46,129.65,9,12,2019,2025,7,Inexperienced - Potential Anchor
1221,NT Broom,2009-2013,10,188,23.5,129.65,15,11,2009,2013,5,Inexperienced - Potential Anchor
1222,JM How,2010-2010,4,188,94.0,138.23,24,8,2010,2010,1,Balanced Player
1223,P Jayachandra,2007-2007,8,188,23.5,106.21,15,5,2007,2007,1,Inexperienced - Potential Anchor
1224,D Naren Reddy,2013-2021,19,188,20.88,144.61,8,13,2013,2021,9,Finisher
1225,Taijul Islam,2012-2025,79,188,11.05,79.66,14,2,2012,2025,14,Inexperienced - Potential Power Hitter
1226,C Wickramasinghe,2022-2024,10,188,47.0,128.76,14,8,2022,2024,3,Inexperienced - Potential Anchor
1227,PW Borren,2009-2016,12,187,17.0,118.35,22,5,2009,2016,8,Inexperienced - Potential Anchor
1228,Narender Kumar,2007-2013,23,187,13.35,99.46,14,6,2007,2013,7,Inexperienced - Potential Anchor
1229,JPR Scantlebury-Searles,2014-2019,46,186,9.78,107.51,16,9,2014,2019,6,Inexperienced - Potential Anchor
1230,Hammad Azam,2012-2025,20,185,14.23,103.35,12,4,2012,2025,14,Inexperienced - Potential Power Hitter
1231,DA Jadeja,2014-2024,69,185,9.73,144.53,15,10,2014,2024,11,Inexperienced - Potential Anchor
1232,SB Jakati,2007-2018,91,185,10.27,103.35,18,3,2007,2018,12,Inexperienced - Potential Power Hitter
1233,Swarajeet Das,2019-2024,24,185,10.27,83.33,15,1,2019,2024,6,Inexperienced - Potential Power Hitter
1234,M Bhanuka,2020-2023,15,184,16.72,106.35,16,5,2020,2023,4,Inexperienced - Potential Anchor
1235,H Das,2007-2014,18,184,18.4,96.84,13,5,2007,2014,8,Inexperienced - Potential Anchor
1236,GJ Delany,2021-2024,13,184,18.4,126.89,15,8,2021,2024,4,Inexperienced - Potential Anchor
1237,JN Frylinck,2021-2024,14,184,20.44,92.92,14,1,2021,2024,4,Inexperienced - Potential Anchor
1238,Haseebullah Khan,2023-2025,15,184,15.33,141.53,19,8,2023,2025,3,Inexperienced - Potential Anchor
1239,JC Hildreth,2009-2011,11,184,18.4,96.84,17,1,2009,2011,3,Inexperienced - Potential Anchor
1240,Khurram Manzoor,2018-2020,8,184,26.28,113.58,21,3,2018,2020,3,Inexperienced - Potential Anchor
1241,Omair Yousuf,2023-2025,8,184,26.28,136.29,17,6,2023,2025,3,Inexperienced - Potential Anchor
1242,Azhar Ali,2016-2016,7,183,26.14,106.39,22,3,2016,2016,1,Inexperienced - Potential Power Hitter
1243,KA Maharaj,2014-2025,65,183,9.15,82.06,15,7,2014,2025,12,Inexperienced - Potential Power Hitter
1244,Mohammad Sami,2010-2019,94,183,8.71,112.26,12,6,2010,2019,10,Inexperienced - Potential Power Hitter
1245,KM Parmar,2017-2019,11,183,18.3,104.57,22,5,2017,2019,3,Inexperienced - Potential Anchor
1246,CA Rose,2012-2020,57,183,15.25,138.63,15,7,2012,2020,9,Inexperienced - Potential Anchor
1247,TT Sawkar,2022-2023,12,183,26.14,160.52,12,13,2022,2023,2,Inexperienced - Potential Anchor
1248,Arshad Khan,2023-2025,25,182,20.22,145.6,12,12,2023,2025,3,Inexperienced - Potential Anchor
1249,RD Asnodkar,2011-2015,14,182,20.22,114.46,23,0,2011,2015,5,Inexperienced - Potential Anchor
1250,SS Cottrell,2013-2023,85,182,7.58,128.16,12,13,2013,2023,11,Inexperienced - Potential Power Hitter
1251,UR Kumar,2023-2024,14,182,22.75,147.96,13,13,2023,2024,2,Inexperienced - Potential Anchor
1252,NS Paradkar,2007-2011,11,182,16.54,108.98,17,1,2007,2011,5,Inexperienced - Potential Anchor
1253,Shubham Arora,2018-2024,8,182,30.33,118.18,18,5,2018,2024,7,Finisher
1254,AN Yadav,2013-2021,14,182,20.22,97.84,13,4,2013,2021,9,Inexperienced - Potential Anchor
1255,Rana Dutta,2009-2022,40,181,15.08,84.97,10,3,2009,2022,14,Inexperienced - Potential Power Hitter
1256,Aftab Ahmed,2007-2013,13,180,20.0,115.38,19,3,2007,2013,7,Inexperienced - Potential Anchor
1257,GS Ballance,2012-2018,8,180,36.0,133.33,10,11,2012,2018,7,Finisher
1258,SR Mukkamalla,2025-2025,12,180,18.0,127.65,18,7,2025,2025,1,Inexperienced - Potential Power Hitter
1259,VS Panwar,2019-2019,11,180,30.0,104.65,10,5,2019,2019,1,Inexperienced - Potential Anchor
1260,V Sibanda,2007-2016,10,180,20.0,101.12,17,4,2007,2016,10,Inexperienced - Potential Anchor
1261,Shantanu Mishra,2019-2023,7,179,25.57,111.87,21,3,2019,2023,5,Inexperienced - Potential Anchor
1262,AL Rajput,2019-2019,7,178,25.42,98.88,23,3,2019,2019,1,Inexperienced - Potential Anchor
1263,PP Shaw,2014-2017,16,178,19.77,98.88,15,4,2014,2017,4,Inexperienced - Potential Anchor
1264,S Anand,2019-2021,9,177,22.12,104.73,14,4,2019,2021,3,Inexperienced - Potential Anchor
1265,RV Dhurv,2007-2014,22,177,22.12,135.11,13,7,2007,2014,8,Finisher
1266,Kaif Ahmed,2021-2021,10,177,35.4,109.93,18,3,2021,2021,1,Inexperienced - Potential Anchor
1267,DS Smith,2007-2013,9,177,19.66,98.88,21,2,2007,2013,7,Inexperienced - Potential Anchor
1268,J Symes,2010-2013,11,177,29.5,122.91,19,4,2010,2013,4,Inexperienced - Potential Anchor
1269,D Lochab,2014-2022,16,176,17.6,95.65,21,2,2014,2022,9,Inexperienced - Potential Anchor
1270,AB Charak,2021-2024,30,175,11.66,80.27,13,2,2021,2024,4,Inexperienced - Potential Power Hitter
1271,Prayash Singh,2018-2023,17,175,14.58,123.23,15,7,2018,2023,6,Inexperienced - Potential Anchor
1272,Rajiv Kumar,2009-2010,9,175,35.0,110.06,11,5,2009,2010,2,Inexperienced - Potential Anchor
1273,H Dogra,2010-2011,9,174,19.33,87.87,12,4,2010,2011,2,Inexperienced - Potential Anchor
1274,Harmeet Singh,2013-2025,29,174,10.23,120.83,10,11,2013,2025,13,Inexperienced - Potential Power Hitter
1275,AA Muzumdar,2007-2010,14,174,19.33,109.43,13,2,2007,2010,4,Inexperienced - Potential Anchor
1276,Naseem Shah,2020-2025,88,174,8.28,121.67,13,10,2020,2025,6,Inexperienced - Potential Power Hitter
1277,Noor Ali Zadran,2010-2016,8,174,21.75,96.66,13,2,2010,2016,7,Inexperienced - Potential Anchor
1278,O Peters,2013-2016,13,174,21.75,116.77,9,13,2013,2016,4,Inexperienced - Potential Anchor
1279,R Rampaul,2007-2022,110,174,9.66,110.82,9,8,2007,2022,16,Finisher
1280,KR Sreekanth,2013-2016,12,174,14.5,98.3,17,8,2013,2016,4,Inexperienced - Potential Anchor
1281,R Chowdhary,2007-2007,8,173,28.83,154.46,13,11,2007,2007,1,Inexperienced - Potential Power Hitter
1282,PTM Dabare,2022-2023,10,173,17.3,116.89,21,3,2022,2023,2,Inexperienced - Potential Anchor
1283,TJ Moores,2019-2024,17,173,13.3,101.16,18,4,2019,2024,6,Inexperienced - Potential Anchor
1284,A Negi,2018-2021,19,173,17.3,138.4,13,10,2018,2021,4,Inexperienced - Potential Anchor
1285,C Raghu,2007-2007,9,173,24.71,115.33,15,2,2007,2007,1,Inexperienced - Potential Power Hitter
1286,A Rawat,2009-2009,5,173,34.6,110.89,15,3,2009,2009,1,Inexperienced - Potential Anchor
1287,AS Bhatewara,2024-2024,7,172,24.57,104.87,15,4,2024,2024,1,Inexperienced - Potential Power Hitter
1288,K Narisingh Yadav,2019-2021,18,171,11.4,77.02,13,5,2019,2021,3,Inexperienced - Potential Power Hitter
1289,K Santokie,2013-2020,82,171,10.05,95.53,9,9,2013,2020,8,Inexperienced - Potential Power Hitter
1290,R Ahir,2024-2024,5,170,42.5,178.94,7,14,2024,2024,1,Inexperienced - Potential Power Hitter
1291,KC Cariappa,2015-2024,52,170,10.0,121.42,5,15,2015,2024,10,Inexperienced - Potential Power Hitter
1292,MW Forde,2022-2025,35,170,14.16,134.92,15,8,2022,2025,4,Inexperienced - Potential Anchor
1293,Irfan Khan,2009-2015,21,170,11.33,111.84,21,3,2009,2015,7,Inexperienced - Potential Anchor
1294,PM Mullick,2007-2010,11,170,28.33,101.79,8,6,2007,2010,4,Inexperienced - Potential Anchor
1295,RJ Peterson,2011-2016,30,170,14.16,104.29,16,5,2011,2016,6,Inexperienced - Potential Anchor
1296,R Smaran,2024-2024,6,170,34.0,170.0,13,12,2024,2024,1,Inexperienced - Potential Power Hitter
1297,S Beigh,2007-2014,23,169,15.36,103.04,9,3,2007,2014,8,Inexperienced - Potential Anchor
1298,D Ganga,2009-2011,12,169,18.77,113.42,7,8,2009,2011,3,Inexperienced - Potential Anchor
1299,U Kaul,2008-2021,16,169,28.16,97.68,17,1,2008,2021,14,Finisher
1300,MS Hooda,2016-2016,6,167,27.83,91.25,10,2,2016,2016,1,Inexperienced - Potential Power Hitter
1301,TG Southee,2010-2024,91,167,9.27,118.43,13,6,2010,2024,15,Inexperienced - Potential Anchor
1302,Abdul Mazid,2016-2020,12,166,13.83,86.45,11,4,2016,2020,5,Inexperienced - Potential Anchor
1303,E Bosch,2023-2025,34,166,11.06,101.84,15,3,2023,2025,3,Inexperienced - Potential Anchor
1304,Jiwanjot Singh,2014-2024,8,166,23.71,121.16,22,1,2014,2024,11,Finisher
1305,I Lemtur,2019-2024,33,166,9.22,83.41,5,9,2019,2024,6,Inexperienced - Potential Power Hitter
1306,MM Sharma,2013-2025,168,166,6.91,96.51,10,7,2013,2025,13,Finisher
1307,KHM James,2023-2025,13,165,16.5,117.85,14,10,2023,2025,3,Inexperienced - Potential Anchor
1308,SR Swain,2013-2016,15,165,13.75,123.13,16,0,2013,2016,4,Inexperienced - Potential Anchor
1309,AO Bhandari,2019-2019,7,163,27.16,138.13,14,7,2019,2019,1,Inexperienced - Potential Power Hitter
1310,CD McMillan,2007-2007,6,163,40.75,181.11,7,13,2007,2007,1,Inexperienced - Potential Power Hitter
1311,SM Pollock,2007-2008,18,163,16.3,131.45,12,9,2007,2008,2,Inexperienced - Potential Anchor
1312,Jatinder Singh,2016-2021,5,162,40.5,132.78,16,5,2016,2021,6,Finisher
1313,SS Majumder,2013-2023,27,162,9.52,91.52,7,7,2013,2023,11,Inexperienced - Potential Power Hitter
1314,M Mohammed,2014-2024,41,162,10.8,165.3,9,11,2014,2024,11,Inexperienced - Potential Anchor
1315,HN Shah,2007-2009,6,162,32.4,108.0,11,1,2007,2009,3,Inexperienced - Potential Anchor
1316,A Bhatt,2007-2010,10,161,16.1,103.87,18,1,2007,2010,4,Inexperienced - Potential Anchor
1317,SP Gautam,2009-2015,21,161,14.63,116.66,8,9,2009,2015,7,Inexperienced - Potential Anchor
1318,CD Hartley,2011-2016,35,161,16.1,104.54,14,0,2011,2016,6,Inexperienced - Potential Anchor
1319,RK Nemat,2009-2011,10,161,20.12,91.47,17,1,2009,2011,3,Inexperienced - Potential Anchor
1320,W Barresi,2014-2016,10,160,20.0,122.13,11,8,2014,2016,3,Inexperienced - Potential Anchor
1321,CR Ervine,2010-2022,11,160,16.0,87.43,17,1,2010,2022,13,Inexperienced - Potential Power Hitter
1322,Abul Hasan,2012-2017,42,159,9.93,92.98,13,4,2012,2017,6,Inexperienced - Potential Power Hitter
1323,RJ Harris,2009-2014,43,159,11.35,107.43,10,3,2009,2014,6,Inexperienced - Potential Anchor
1324,T Pradeep,2017-2022,22,159,22.71,162.24,7,15,2017,2022,6,Inexperienced - Potential Anchor
1325,SO Dowrich,2014-2015,15,158,14.36,103.26,17,4,2014,2015,2,Inexperienced - Potential Anchor
1326,Lee Yong Lepcha,2019-2024,34,158,5.85,50.15,11,1,2019,2024,6,Inexperienced - Potential Power Hitter
1327,AJ Pienaar,2024-2025,21,158,79.0,135.04,11,6,2024,2025,2,Balanced Player
1328,MA Starc,2011-2025,98,158,8.31,90.8,13,1,2011,2025,15,Inexperienced - Potential Power Hitter
1329,A Awasthi,2023-2023,7,157,26.16,153.92,18,10,2023,2023,1,Inexperienced - Potential Power Hitter
1330,RT D'Souza,2009-2015,20,157,9.81,99.36,12,2,2009,2015,7,Inexperienced - Potential Power Hitter
1331,BW Hilfenhaus,2011-2017,66,157,12.07,106.8,9,6,2011,2017,7,Inexperienced - Potential Power Hitter
1332,Jatin S Saxena,2009-2018,18,157,12.07,126.61,21,3,2009,2018,10,Inexperienced - Potential Anchor
1333,S Ahmed Shah,2019-2024,22,156,9.75,103.31,5,14,2019,2024,6,Inexperienced - Potential Power Hitter
1334,Alauddin Babu,2012-2025,32,156,9.17,102.63,7,8,2012,2025,14,Inexperienced - Potential Power Hitter
1335,Fazil Rashid,2019-2023,20,156,19.5,107.58,18,1,2019,2023,5,Inexperienced - Potential Anchor
1336,M Morkel,2007-2021,107,156,9.75,123.8,12,6,2007,2021,15,Finisher
1337,Rahul Bakshi,2007-2010,10,156,22.28,108.33,14,1,2007,2010,4,Inexperienced - Potential Anchor
1338,Vijay Sharma,2019-2024,18,156,17.33,108.33,11,4,2019,2024,6,Inexperienced - Potential Anchor
1339,Pranav Gupta,2013-2018,11,155,17.22,72.09,13,2,2013,2018,6,Inexperienced - Potential Anchor
1340,RJ Pinto,2009-2016,11,154,17.11,95.06,16,1,2009,2016,8,Inexperienced - Potential Anchor
1341,M Ashwin,2016-2024,110,154,7.33,85.55,7,5,2016,2024,9,Inexperienced - Potential Power Hitter
1342,AA Chavan,2009-2013,26,154,17.11,128.33,8,7,2009,2013,5,Inexperienced - Potential Anchor
1343,HJ Hunt,2022-2023,9,154,17.11,107.69,13,4,2022,2023,2,Inexperienced - Potential Power Hitter
1344,KSA McKenzie,2021-2023,14,154,11.84,88.5,15,5,2021,2023,3,Inexperienced - Potential Power Hitter
1345,J Seymour,2021-2023,14,154,15.4,132.75,14,7,2021,2023,3,Inexperienced - Potential Anchor
1346,Aamer Yamin,2016-2023,35,153,10.92,131.89,8,11,2016,2023,8,Inexperienced - Potential Anchor
1347,P Dubey,2018-2025,27,153,12.75,96.83,12,3,2018,2025,8,Inexperienced - Potential Anchor
1348,T Neri,2019-2023,27,153,9.0,64.28,8,3,2019,2023,5,Inexperienced - Potential Power Hitter
1349,HJ Patel,2021-2022,11,153,30.6,91.61,13,2,2021,2022,2,Inexperienced - Potential Anchor
1350,VS Rajput,2019-2021,7,153,25.5,112.5,10,6,2019,2021,3,Inexperienced - Potential Anchor
1351,IA Sindhi,2009-2010,6,153,25.5,134.21,12,10,2009,2010,2,Inexperienced - Potential Power Hitter
1352,K Yangfo,2019-2022,22,153,7.65,63.75,10,1,2019,2022,4,Inexperienced - Potential Power Hitter
1353,SS Dhuri,2007-2011,8,152,25.33,135.71,12,6,2007,2011,5,Inexperienced - Potential Anchor
1354,Sohail Khan,2015-2024,45,152,8.94,98.7,8,9,2015,2024,10,Inexperienced - Potential Power Hitter
1355,DJ Thornely,2008-2013,21,152,15.2,107.8,6,8,2008,2013,6,Inexperienced - Potential Anchor
1356,DJ Bell-Drummond,2017-2020,8,151,21.57,116.15,13,6,2017,2020,4,Inexperienced - Potential Anchor
1357,A Chandila,2010-2013,28,151,18.87,105.59,7,10,2010,2013,4,Inexperienced - Potential Anchor
1358,S Gajjar,2023-2024,9,151,21.57,132.45,15,6,2023,2024,2,Inexperienced - Potential Power Hitter
1359,GB Hogg,2011-2018,113,151,11.61,94.37,6,3,2011,2018,8,Finisher
1360,B Laughlin,2011-2021,127,151,6.56,85.31,10,4,2011,2021,11,Inexperienced - Potential Power Hitter
1361,Akshat R Pandey,2016-2024,21,151,21.57,132.45,15,5,2016,2024,9,Finisher
1362,NJ Sai Krishna,2013-2016,12,151,15.1,92.63,15,0,2013,2016,4,Inexperienced - Potential Anchor
1363,Shadman Islam,2015-2019,9,151,16.77,92.63,16,1,2015,2019,5,Inexperienced - Potential Anchor
1364,G Singh,2017-2017,11,151,21.57,111.85,9,6,2017,2017,1,Inexperienced - Potential Power Hitter
1365,YK Tiwari,2021-2024,15,151,16.77,78.64,13,4,2021,2024,4,Inexperienced - Potential Anchor
1366,Umaid Asif,2012-2023,48,151,16.77,160.63,11,11,2012,2023,12,Finisher
1367,Imtiaz Ahmed,2009-2017,20,150,15.0,166.66,11,11,2009,2017,9,Inexperienced - Potential Anchor
1368,Z Khan,2007-2017,128,150,7.14,80.21,12,3,2007,2017,11,Inexperienced - Potential Power Hitter
1369,Liyan Khan,2021-2021,5,150,50.0,82.87,13,2,2021,2021,1,Inexperienced - Potential Anchor
1370,LM Reece,2017-2020,10,150,18.75,111.94,9,5,2017,2020,4,Inexperienced - Potential Anchor
1371,G Sharma,2007-2016,24,150,10.0,91.46,14,1,2007,2016,10,Inexperienced - Potential Power Hitter
1372,DJ Worrall,2014-2024,59,150,12.5,116.27,13,4,2014,2024,11,Inexperienced - Potential Anchor
1373,Abid Mushtaq,2019-2024,36,149,10.64,100.67,11,6,2019,2024,6,Inexperienced - Potential Anchor
1374,JA Prestwidge,2019-2023,25,149,14.9,120.16,11,8,2019,2023,5,Inexperienced - Potential Anchor
1375,Yasir Arafat,2007-2015,40,149,11.46,112.87,16,1,2007,2015,9,Inexperienced - Potential Power Hitter
1376,Saurabh Kumar,2016-2021,33,148,12.33,128.69,12,8,2016,2021,6,Inexperienced - Potential Anchor
1377,M van Lingen,2021-2024,13,148,13.45,100.0,14,5,2021,2024,4,Inexperienced - Potential Anchor
1378,BM Chingakham,2022-2024,21,147,8.64,102.08,6,9,2022,2024,3,Inexperienced - Potential Power Hitter
1379,EC Joyce,2009-2014,7,147,21.0,90.18,12,2,2009,2014,6,Inexperienced - Potential Anchor
1380,MA Khote,2007-2008,11,147,29.4,137.38,12,6,2007,2008,2,Inexperienced - Potential Anchor
1381,Kabir Ali,2012-2013,15,146,24.33,144.55,11,7,2012,2013,2,Inexperienced - Potential Power Hitter
1382,SJ Baard,2021-2022,8,146,18.25,94.19,11,2,2021,2022,2,Inexperienced - Potential Anchor
1383,V Manoharan,2014-2019,11,146,16.22,107.35,11,5,2014,2019,6,Inexperienced - Potential Anchor
1384,RR Ragupathy,2021-2022,8,146,18.25,99.31,14,5,2021,2022,2,Inexperienced - Potential Anchor
1385,AC Thomas,2009-2014,66,146,10.42,100.0,13,2,2009,2014,6,Inexperienced - Potential Power Hitter
1386,S Habib Gandhi,2023-2024,12,145,16.11,125.0,11,6,2023,2024,2,Inexperienced - Potential Power Hitter
1387,MK Mahale,2023-2024,7,145,29.0,134.25,10,6,2023,2024,2,Inexperienced - Potential Anchor
1388,DD Prince,2010-2015,7,145,20.71,97.97,17,2,2010,2015,6,Inexperienced - Potential Anchor
1389,SH Srinivas,2011-2017,22,145,9.06,88.41,12,5,2011,2017,7,Inexperienced - Potential Power Hitter
1390,GH Dockrell,2010-2024,22,144,16.0,112.5,14,2,2010,2024,15,Finisher
1391,JK Fuller,2022-2025,23,144,14.4,148.45,17,2,2022,2025,4,Inexperienced - Potential Anchor
1392,Hasanuzzaman,2016-2016,10,144,14.4,117.07,16,4,2016,2016,1,Inexperienced - Potential Power Hitter
1393,Kuldeep Gehi,2021-2022,6,144,24.0,134.57,15,7,2021,2022,2,Inexperienced - Potential Power Hitter
1394,DG Nalkande,2019-2024,51,144,7.57,99.31,6,8,2019,2024,6,Inexperienced - Potential Power Hitter
1395,Henan Nazir,2021-2023,12,143,15.88,76.88,9,0,2021,2023,3,Inexperienced - Potential Anchor
1396,D Lakshan,2020-2023,17,143,15.88,115.32,14,3,2020,2023,4,Inexperienced - Potential Anchor
1397,Shafiul Islam,2010-2025,87,143,10.21,93.46,14,3,2010,2025,16,Inexperienced - Potential Power Hitter
1398,N Tanwar,2018-2024,16,143,13.0,106.71,16,1,2018,2024,7,Inexperienced - Potential Anchor
1399,Y Kothari,2021-2022,7,142,23.66,91.61,20,0,2021,2022,2,Inexperienced - Potential Anchor
1400,Mohammed Siraj,2016-2025,144,142,8.87,87.65,13,4,2016,2025,10,Inexperienced - Potential Power Hitter
1401,AJ Redmond,2009-2013,7,142,23.66,152.68,22,2,2009,2013,5,Inexperienced - Potential Anchor
1402,MN Waller,2012-2017,14,142,14.2,124.56,14,4,2012,2017,6,Inexperienced - Potential Anchor
1403,Yuvraj Singh,2022-2024,4,142,47.33,142.0,15,4,2022,2024,3,Inexperienced - Potential Power Hitter
1404,SA Ahuja,2021-2024,16,141,14.1,138.23,10,7,2021,2024,4,Inexperienced - Potential Anchor
1405,JS Lenton,2017-2022,22,141,23.5,134.28,9,6,2017,2022,6,Finisher
1406,S Muthusamy,2023-2025,22,141,12.81,111.9,7,7,2023,2025,3,Inexperienced - Potential Anchor
1407,KR Pathak,2024-2024,6,141,23.5,162.06,15,7,2024,2024,1,Inexperienced - Potential Power Hitter
1408,Pratyush Singh,2014-2021,23,141,7.83,86.5,19,0,2014,2021,8,Inexperienced - Potential Power Hitter
1409,Shahid Yousuf,2012-2016,11,141,20.14,110.15,12,4,2012,2016,5,Inexperienced - Potential Anchor
1410,Ashwin Das,2016-2022,12,140,28.0,181.81,14,7,2016,2022,7,Inexperienced - Potential Anchor
1411,B Ayyappa,2014-2022,40,140,12.72,118.64,6,10,2014,2022,9,Inexperienced - Potential Power Hitter
1412,AO Banday,2013-2021,14,140,10.0,96.55,16,4,2013,2021,9,Inexperienced - Potential Power Hitter
1413,BSR Das,2007-2019,21,140,9.33,90.9,12,3,2007,2019,13,Inexperienced - Potential Power Hitter
1414,NG Gehlot,2014-2014,8,140,20.0,108.52,12,4,2014,2014,1,Inexperienced - Potential Power Hitter
1415,JK Lalor,2012-2022,65,140,7.77,86.95,10,2,2012,2022,11,Inexperienced - Potential Power Hitter
1416,B McMullen,2024-2024,4,140,70.0,170.73,13,8,2024,2024,1,Inexperienced - Potential Power Hitter
1417,Nazimuddin,2007-2013,15,140,10.0,89.74,16,4,2007,2013,7,Inexperienced - Potential Power Hitter
1418,SV Trivedi,2015-2021,20,140,12.72,103.7,9,7,2015,2021,7,Inexperienced - Potential Anchor
1419,DK Waghmare,2007-2011,16,140,20.0,105.26,12,2,2007,2011,5,Inexperienced - Potential Anchor
1420,S Bhati,2016-2021,44,139,11.58,119.82,11,9,2016,2021,6,Inexperienced - Potential Anchor
1421,HD Rutherford,2009-2013,8,139,17.37,136.27,20,5,2009,2013,5,Inexperienced - Potential Anchor
1422,JJ Smit,2021-2024,15,139,19.85,104.51,10,5,2021,2024,4,Inexperienced - Potential Anchor
1423,Amad Butt,2017-2023,27,138,12.54,133.98,9,9,2017,2023,7,Inexperienced - Potential Anchor
1424,Faiz Ahmed,2015-2017,9,138,23.0,86.25,9,3,2015,2017,3,Inexperienced - Potential Anchor
1425,Suryansh Shedge,2024-2025,14,138,23.0,219.04,7,13,2024,2025,2,Inexperienced - Potential Anchor
1426,GC Wilson,2009-2016,13,138,15.33,82.14,13,0,2009,2016,8,Inexperienced - Potential Anchor
1427,MJ McClenaghan,2010-2020,98,137,5.48,113.22,7,9,2010,2020,11,Inexperienced - Potential Power Hitter
